position,source_index,db_id,difficulty,question,evidence,gold_sql,valid_sql_baseline_no_evidence,execution_match_baseline_no_evidence,normalized_exact_match_baseline_no_evidence,input_token_count_baseline_no_evidence,output_token_count_baseline_no_evidence,generation_seconds_baseline_no_evidence,predicted_sql_baseline_no_evidence,sql_error_baseline_no_evidence,pipeline_error_baseline_no_evidence,valid_sql_baseline_with_evidence,execution_match_baseline_with_evidence,normalized_exact_match_baseline_with_evidence,input_token_count_baseline_with_evidence,output_token_count_baseline_with_evidence,generation_seconds_baseline_with_evidence,predicted_sql_baseline_with_evidence,sql_error_baseline_with_evidence,pipeline_error_baseline_with_evidence,valid_sql_sft_no_evidence,execution_match_sft_no_evidence,normalized_exact_match_sft_no_evidence,input_token_count_sft_no_evidence,output_token_count_sft_no_evidence,generation_seconds_sft_no_evidence,predicted_sql_sft_no_evidence,sql_error_sft_no_evidence,pipeline_error_sft_no_evidence,valid_sql_sft_with_evidence,execution_match_sft_with_evidence,normalized_exact_match_sft_with_evidence,input_token_count_sft_with_evidence,output_token_count_sft_with_evidence,generation_seconds_sft_with_evidence,predicted_sql_sft_with_evidence,sql_error_sft_with_evidence,pipeline_error_sft_with_evidence,correct_baseline_no_evidence,valid_baseline_no_evidence,correct_baseline_with_evidence,valid_baseline_with_evidence,correct_sft_no_evidence,valid_sft_no_evidence,correct_sft_with_evidence,valid_sft_with_evidence,change_evidence_effect_base,change_evidence_effect_sft,change_sft_effect_no_evidence,change_sft_effect_with_evidence
328,328,codebase_community,challenging,"Based on posts posted by Community, calculate the percentage of posts that use the R language.","DIVIDE(COUNT(PostId WHERE TagName = 'r')), (COUNT(PostId WHERE DisplayName = 'Community')) as percentage; R language refers to tagname = 'r'","SELECT CAST(SUM(IIF(T3.TagName = 'r', 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN tags AS T3 ON T3.ExcerptPostId = T2.PostId WHERE T1.DisplayName = 'Community'",True,False,False,996,46,1.467327503999968,SELECT CAST(SUM(CASE WHEN p.Tags LIKE '%R%' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(p.Id) FROM posts p WHERE p.OwnerDisplayName = 'Community',,,False,False,False,1030,83,2.620187092999913,SELECT CAST(SUM(CASE WHEN T3.TagName = 'r' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.PostId) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId INNER JOIN postTags AS T3 ON T2.Id = T3.PostId WHERE T1.DisplayName = 'Community',no such table: postTags,,True,False,False,996,67,4.670443879999766,SELECT CAST(SUM(CASE WHEN T2.Tags LIKE '%<r>%' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.DisplayName = 'Community',,,False,False,False,1030,66,4.587077283000326,"SELECT CAST(SUM(IIF(T2.DisplayName = 'Community', 1, 0)) AS REAL) * 100 / COUNT(T1.PostId) FROM tags AS T1 INNER JOIN posts AS T2 ON T1.ExcerptPostId = T2.Id WHERE T1.TagName = 'r'",no such column: T2.DisplayName,,False,True,False,False,False,True,False,False,both_wrong,both_wrong,both_wrong,both_wrong
329,329,codebase_community,moderate,Calculate the difference in view count from post posted by Mornington and view count from posts posted by Amos.,"calculation = SUBTRACT(SUM(ViewCount where DisplayName = 'Mornington'), SUM(ViewCount where DisplayName = 'Amos'));","SELECT SUM(IIF(T1.DisplayName = 'Mornington', T3.ViewCount, 0)) - SUM(IIF(T1.DisplayName = 'Amos', T3.ViewCount, 0)) AS diff FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T3.Id = T2.PostId",True,False,False,1000,90,2.8047175720000723,SELECT SUM(CASE WHEN T1.OwnerDisplayName = 'Mornington' THEN T2.ViewCount ELSE 0 END) - SUM(CASE WHEN T1.OwnerDisplayName = 'Amos' THEN T2.ViewCount ELSE 0 END) AS DifferenceInViewCount FROM posts AS T1 INNER JOIN posts AS T2 ON T1.ParentId = T2.Id WHERE T1.PostTypeId = 1 AND T2.PostTypeId = 1,,,True,False,False,1024,70,2.2124455349999153,SELECT SUM(CASE WHEN T1.DisplayName = 'Mornington' THEN T2.ViewCount ELSE 0 END) - SUM(CASE WHEN T1.DisplayName = 'Amos' THEN T2.ViewCount ELSE 0 END) AS DIFFERENCE FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId,,,False,False,False,1000,77,5.282630129000609,SELECT SUM(CASE WHEN T1.OwnerDisplayName = 'Mornington' THEN T2.ViewCount ELSE 0 END) - SUM(CASE WHEN T1.OwnerDisplayName = 'Amos' THEN T2.ViewCount ELSE 0 END) FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId WHERE T1.PostTypeId = 1,no such column: T2.ViewCount,,True,False,False,1024,67,4.643513571000767,SELECT SUM(CASE WHEN T1.DisplayName = 'Mornington' THEN T2.ViewCount ELSE 0 END) - SUM(CASE WHEN T1.DisplayName = 'Amos' THEN T2.ViewCount ELSE 0 END) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId,,,False,True,False,True,False,False,False,True,both_wrong,both_wrong,both_wrong,both_wrong
330,330,codebase_community,moderate,What is the average monthly number of links created in 2010 for posts that have no more than 2 answers?,"calculation = DIVIDE(COUNT(Id where YEAR(CreationDate) = 2010 and AnswerCount < = 2), 12)","SELECT CAST(COUNT(T1.Id) AS REAL) / 12 FROM postLinks AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id WHERE T2.AnswerCount <= 2 AND STRFTIME('%Y', T1.CreationDate) = '2010'",False,False,False,1004,46,1.464185956999927,SELECT AVG(CAST(COUNT(Id) AS REAL) / 12) FROM postLinks WHERE PostId IN ( SELECT Id FROM posts WHERE AnswerCount <= 2 ) AND CreationDate LIKE '2010%',misuse of aggregate function COUNT(),,False,False,False,1034,48,1.5509600870000213,"SELECT CAST(SUM(CASE WHEN STRFTIME('%Y', CreationDate) = '2010' AND AnswerCount <= 2 THEN 1 ELSE 0 END) AS REAL) / 12 FROM postLinks",no such column: AnswerCount,,True,True,True,1004,66,4.5456804589994135,"SELECT CAST(COUNT(T1.Id) AS REAL) / 12 FROM postLinks AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id WHERE T2.AnswerCount <= 2 AND STRFTIME('%Y', T1.CreationDate) = '2010'",,,True,True,False,1034,72,4.950244079000186,"SELECT CAST(SUM(CASE WHEN STRFTIME('%Y', T1.CreationDate) = '2010' THEN 1 ELSE 0 END) AS REAL) / 12 FROM postLinks AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id WHERE T2.AnswerCount <= 2",,,False,False,False,False,True,True,True,True,both_wrong,both_correct,improved,improved
331,331,codebase_community,simple,When did 'chl' cast its first vote in a post?,DisplayName = 'chl'; cast its first vote refers to MIN(CreationDate);,SELECT T2.CreationDate FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T1.DisplayName = 'chl' ORDER BY T2.CreationDate LIMIT 1,True,True,False,991,24,0.791474160000007,SELECT MIN(CreationDate) FROM votes WHERE UserId = ( SELECT Id FROM users WHERE DisplayName = 'chl' ),,,True,True,False,1005,36,1.1768091860003551,SELECT MIN(T2.CreationDate) FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T1.DisplayName = 'chl',,,True,True,False,991,24,1.7096567270000378,SELECT MIN(CreationDate) FROM votes WHERE UserId = ( SELECT Id FROM users WHERE DisplayName = 'chl' ),,,True,True,False,1005,45,3.1580544270000246,SELECT T2.CreationDate FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T1.DisplayName = 'chl' ORDER BY T2.CreationDate ASC LIMIT 1,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
332,332,codebase_community,simple,What is the display name of the user who acquired the first Autobiographer badge?,Autobiographer is the name of the badge; acquired the first refers to MIN(Date);,SELECT T1.DisplayName FROM users AS T1 INNER JOIN badges AS T2 ON T1.Id = T2.UserId WHERE T2.`Name` = 'Autobiographer' ORDER BY T2.Date LIMIT 1,True,True,False,995,43,1.4071086440001181,SELECT T2.DisplayName FROM badges AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Name = 'Autobiographer' ORDER BY T1.Date ASC LIMIT 1,,,True,True,False,1011,43,1.3882765930002279,SELECT T2.DisplayName FROM badges AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Name = 'Autobiographer' ORDER BY T1.Date ASC LIMIT 1,,,True,True,False,995,42,2.8960970190000808,SELECT T2.DisplayName FROM badges AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Name = 'Autobiographer' ORDER BY T1.Date LIMIT 1,,,True,True,False,1011,43,3.041131033000056,SELECT T2.DisplayName FROM badges AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Name = 'Autobiographer' ORDER BY T1.Date ASC LIMIT 1,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
333,333,codebase_community,moderate,"Among the users located in United Kingdom, how many users whose post have a total favorite amount of 4 or more?",favorite amount of 4 or more refers to FavoriteCount > = 4; Location = 'United Kingdom';,SELECT COUNT(T1.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Location = 'United Kingdom' AND T2.FavoriteCount >= 4,True,False,False,1002,38,1.238967268999886,SELECT COUNT(DISTINCT u.Id) FROM users u JOIN posts p ON u.Id = p.OwnerUserId WHERE u.Location LIKE '%United Kingdom%' AND p.FavoriteCount >= 4,,,True,False,False,1022,38,1.2085751069998878,SELECT COUNT(DISTINCT u.Id) FROM users u JOIN posts p ON u.Id = p.OwnerUserId WHERE u.Location = 'United Kingdom' AND p.FavoriteCount >= 4,,,True,False,False,1002,45,3.1024148619999323,SELECT COUNT(T1.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Location LIKE '%United Kingdom%' AND T2.FavoriteCount >= 4,,,True,True,True,1022,45,3.1205446730000403,SELECT COUNT(T1.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Location = 'United Kingdom' AND T2.FavoriteCount >= 4,,,False,True,False,True,False,True,True,True,both_wrong,improved,both_wrong,improved
334,334,codebase_community,simple,Which post by Harvey Motulsky has the most views? Please give the id and title of this post.,DisplayName = 'Harvey Motulsky'; the most views refer to MAX(ViewCount);,"SELECT T2.Id, T2.Title FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.DisplayName = 'Harvey Motulsky' ORDER BY T2.ViewCount DESC LIMIT 1",True,False,False,1000,26,0.8450139859999126,"SELECT Id, Title FROM posts WHERE OwnerDisplayName = 'Harvey Motulsky' ORDER BY ViewCount DESC LIMIT 1",,,True,False,False,1016,26,0.8465224329997909,"SELECT Id, Title FROM posts WHERE OwnerDisplayName = 'Harvey Motulsky' ORDER BY ViewCount DESC LIMIT 1",,,True,False,False,1000,26,1.8196151069996631,"SELECT Id, Title FROM posts WHERE OwnerDisplayName = 'Harvey Motulsky' ORDER BY ViewCount DESC LIMIT 1",,,True,False,False,1016,26,1.8390675349992307,"SELECT Id, Title FROM posts WHERE OwnerDisplayName = 'Harvey Motulsky' ORDER BY ViewCount DESC LIMIT 1",,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
335,335,codebase_community,moderate,Which is the most valuable post in 2010? Please give its id and the owner's display name.,the most valuable post in 2010 refers to MAX(FavoriteCount) where year(CreationDate) = 2010;,"SELECT T2.OwnerUserId, T1.DisplayName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE STRFTIME('%Y', T1.CreationDate) = '2010' ORDER BY T2.FavoriteCount DESC LIMIT 1",True,False,False,1002,49,1.5594879669999955,"SELECT p.Id, u.DisplayName FROM posts p INNER JOIN users u ON p.OwnerUserId = u.Id WHERE STRFTIME('%Y', p.CreaionDate) = '2010' ORDER BY p.Score DESC LIMIT 1",,,False,False,False,1030,33,1.0652686970001923,"SELECT Id, OwnerDisplayName FROM posts WHERE STRFTIME('%Y', CreationDate) = '2010' ORDER BY FavoriteCount DESC LIMIT 1",no such column: CreationDate,,True,False,False,1002,68,4.705234209000082,"SELECT T1.Id, T1.OwnerDisplayName FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId WHERE STRFTIME('%Y', T2.CreationDate) = '2010' GROUP BY T1.Id ORDER BY SUM(T2.BountyAmount) DESC LIMIT 1",,,False,False,False,1030,33,2.346835653999733,"SELECT Id, OwnerDisplayName FROM posts WHERE STRFTIME('%Y', CreationDate) = '2010' ORDER BY FavoriteCount DESC LIMIT 1",no such column: CreationDate,,False,True,False,False,False,True,False,False,both_wrong,both_wrong,both_wrong,both_wrong
336,336,codebase_community,moderate,What is the percentage of posts whose owners had a reputation of over 1000 in 2011?,"percentage = DIVIDE(COUNT(Id where YEAR(CreationDate) = 2011 and Reputation > 1000), COUNT(Id) ) * 100;","SELECT CAST(SUM(IIF(STRFTIME('%Y', T2.CreaionDate) = '2011' AND T1.Reputation > 1000, 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId",True,False,False,1003,81,2.536023256000135,"SELECT CAST(SUM(CASE WHEN T2.Reputation > 1000 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE STRFTIME('%Y', T1.CreaionDate) = '2011'",,,True,False,False,1039,81,2.5633344970001417,"SELECT CAST(SUM(CASE WHEN T2.Reputation > 1000 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE STRFTIME('%Y', T1.CreaionDate) = '2011'",,,True,False,False,1003,81,5.545251022999764,"SELECT CAST(SUM(CASE WHEN T2.Reputation > 1000 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE STRFTIME('%Y', T1.CreaionDate) = '2011'",,,False,False,False,1039,77,5.233712256999752,"SELECT CAST(SUM(IIF(T2.Reputation > 1000 AND STRFTIME('%Y', T1.CreationDate) = '2011', 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id",no such column: T1.CreationDate,,False,True,False,True,False,True,False,False,both_wrong,both_wrong,both_wrong,both_wrong
337,337,codebase_community,moderate,Identify the total views on the post 'Computer Game Datasets'. Name the user who posted it last time.,total views refer to ViewCount; Name the user refers to DisplayName; post 'Computer Game Datasets' refers to Text = 'Computer Game Datasets';,"SELECT T2.ViewCount, T3.DisplayName FROM postHistory AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id INNER JOIN users AS T3 ON T2.LastEditorUserId = T3.Id WHERE T1.Text = 'Computer Game Datasets'",True,False,False,1001,70,2.194635651999988,"SELECT SUM(T1.ViewCount), T2.DisplayName FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T1.Title = 'Computer Game Datasets' AND T1.LasActivityDate = ( SELECT MAX(LasActivityDate) FROM posts WHERE Title = 'Computer Game Datasets' )",,,False,False,False,1030,42,1.3489842920002957,"SELECT T1.ViewCount, T2.DisplayName FROM posts AS T1 INNER JOIN users AS T2 ON T1.LastEditorUserId = T2.Id WHERE T1.Text LIKE 'Computer Game Datasets'",no such column: T1.Text,,True,False,False,1001,47,3.2606397629997446,"SELECT SUM(T2.ViewCount), T1.DisplayName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Computer Game Datasets' GROUP BY T1.DisplayName",,,True,False,False,1030,61,4.1429804389999845,"SELECT T2.ViewCount, T1.DisplayName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Computer Game Datasets' AND T2.PostTypeId = 1 ORDER BY T2.LasActivityDate DESC LIMIT 1",,,False,True,False,False,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
338,338,codebase_community,simple,How many comments were added to the post with the highest score?,the highest score refers to MAX(Score);,SELECT COUNT(T2.Id) FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId GROUP BY T1.Id ORDER BY T1.Score DESC LIMIT 1,True,True,False,991,23,0.7577294320001329,SELECT COUNT(*) FROM comments WHERE PostId = ( SELECT Id FROM posts ORDER BY Score DESC LIMIT 1 ),,,True,True,False,998,23,0.7681385099999716,SELECT COUNT(*) FROM comments WHERE PostId = ( SELECT Id FROM posts ORDER BY Score DESC LIMIT 1 ),,,True,True,False,991,41,2.847351436000281,SELECT COUNT(T2.Id) FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Score = ( SELECT MAX(Score) FROM posts ),,,True,True,False,998,41,2.817775266999888,SELECT COUNT(T2.Id) FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Score = ( SELECT MAX(Score) FROM posts ),,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
339,339,codebase_community,moderate,Provide the text of the latest 10 comments to the post with the title 'Analysing wind data with R' and the display name of the user who left it.,the latest comment refers to MAX(CreationDate);,"SELECT T3.Text, T1.DisplayName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId INNER JOIN comments AS T3 ON T2.Id = T3.PostId WHERE T2.Title = 'Analysing wind data with R' ORDER BY T1.CreationDate DESC LIMIT 10",True,False,False,1014,69,2.23128676500005,"SELECT T2.Text, T3.DisplayName FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId INNER JOIN users AS T3 ON T2.UserId = T3.Id WHERE T1.Title = 'Analysing wind data with R' ORDER BY T2.CreationDate DESC LIMIT 10",,,True,False,False,1022,69,2.209107901000152,"SELECT T2.Text, T3.DisplayName FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId INNER JOIN users AS T3 ON T2.UserId = T3.Id WHERE T1.Title = 'Analysing wind data with R' ORDER BY T2.CreationDate DESC LIMIT 10",,,True,False,False,1014,56,3.876499526999396,"SELECT T2.Text, T2.UserDisplayName FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Analysing wind data with R' ORDER BY T2.CreationDate DESC LIMIT 10",,,True,False,False,1022,56,3.8460850660003416,"SELECT T2.Text, T2.UserDisplayName FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Analysing wind data with R' ORDER BY T2.CreationDate DESC LIMIT 10",,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
340,340,codebase_community,challenging,"Among all the posts posted by the most influential user, identify the percentage with a score above 50.","The higher reputation the user has the more influence; percentage = DIVIDE(COUNT(stats_posts.Id where Score > 50 and MAX(Reputation))), COUNT(stats_posts.Id where MAX(Reputation));",SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM users T1 INNER JOIN posts T2 ON T1.Id = T2.OwnerUserId INNER JOIN ( SELECT MAX(Reputation) AS max_reputation FROM users ) T3 ON T1.Reputation = T3.max_reputation,True,True,False,1000,73,2.304055558000073,SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Reputation = ( SELECT MAX(Reputation) FROM users ),,,True,False,False,1039,67,2.1252374579999014,SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId ORDER BY T1.Reputation DESC LIMIT 1,,,True,True,False,1000,73,5.019978364000053,SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Reputation = ( SELECT MAX(Reputation) FROM users ),,,False,False,False,1039,72,4.872425839000243,"SELECT CAST(SUM(IIF(T2.Score > 50, 1, 0)) AS REAL) * 100 / COUNT(T2.PostId) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Reputation = ( SELECT MAX(Reputation) FROM users )",no such column: T2.PostId,,True,True,False,True,True,True,False,False,regressed,regressed,both_correct,both_wrong
341,341,codebase_community,simple,What is the excerpt post ID and wiki post ID of the tag named sample?,tag named sample refers to TagName = 'sample';,"SELECT ExcerptPostId, WikiPostId FROM tags WHERE TagName = 'sample'",True,True,True,994,19,0.6314232560000619,"SELECT ExcerptPostId, WikiPostId FROM tags WHERE TagName = 'sample'",,,True,True,True,1003,19,0.6309616389999064,"SELECT ExcerptPostId, WikiPostId FROM tags WHERE TagName = 'sample'",,,True,True,True,994,19,1.3851022589997228,"SELECT ExcerptPostId, WikiPostId FROM tags WHERE TagName = 'sample'",,,True,True,True,1003,19,1.3382736539997495,"SELECT ExcerptPostId, WikiPostId FROM tags WHERE TagName = 'sample'",,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
342,342,codebase_community,simple,"Give the user's reputation and up vote number of the user that commented ""fine, you win :)"".","Text = 'fine, you win :)';","SELECT T2.Reputation, T2.UpVotes FROM comments AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Text = 'fine, you win :)'",True,True,False,1000,42,1.3268374439999207,"SELECT T1.Reputation, T1.UpVotes FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text LIKE 'fine, you win :)%'",,,True,True,False,1007,42,1.3282897199997024,"SELECT T1.Reputation, T1.UpVotes FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text = 'fine, you win :)'",,,True,False,False,1000,42,2.9373224450000635,"SELECT T1.Reputation, T1.UpVotes FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text = 'fine, you win :) '",,,True,True,False,1007,42,2.891207452999879,"SELECT T1.Reputation, T1.UpVotes FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text = 'fine, you win :)'",,,True,True,True,True,False,True,True,True,both_correct,improved,regressed,both_correct
343,343,codebase_community,moderate,"Among the posts with views ranging from 100 to 150, what is the comment with the highest score?",views ranging from 100 to 150 refers to ViewCount BETWEEN 100 and 150; comment with the highest score refers to Text where MAX(Score);,SELECT Text FROM comments WHERE PostId IN ( SELECT Id FROM posts WHERE ViewCount BETWEEN 100 AND 150 ) ORDER BY Score DESC LIMIT 1,True,True,False,1004,49,1.5438440170000831,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.ViewCount BETWEEN 100 AND 150 ORDER BY T2.Score DESC LIMIT 1,,,True,True,False,1042,49,1.5552295360002972,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.ViewCount BETWEEN 100 AND 150 ORDER BY T2.Score DESC LIMIT 1,,,True,True,False,1004,49,3.3901885400000538,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.ViewCount BETWEEN 100 AND 150 ORDER BY T2.Score DESC LIMIT 1,,,True,True,False,1042,49,3.3684099299998707,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.ViewCount BETWEEN 100 AND 150 ORDER BY T2.Score DESC LIMIT 1,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
